date	nodur	durbl	manuf	enrgy	hitec	telcm	shops	hlth 	utils	other	mktrf	smb	hml	rf	dol	gold	silver	mkt
2014-10-07	-0.71	-2.63	-1.79	-1.6	-1.72	-0.89	-1.24	-1.62	-0.42	-1.87	-1.56	-0.11	0.11	0	-0.244028692	0.421588533	0.087087896	-1.56
2014-10-08	1.4	1.3	1.46	1.03	1.95	1.36	1.61	2.39	1.82	1.67	1.7	0.03	-0.05	0	-0.159747961	-0.529227775	-1.026080043	1.7
2014-10-09	-1.44	-2.73	-2.3	-3.78	-1.81	-2.34	-1.53	-2.09	-2.31	-2.28	-2.17	-0.41	-0.41	0	-0.183144064	1.587702903	2.053355962	-2.17
2014-10-10	-0.03	-2.02	-1.13	-1.4	-2.85	-1.03	-0.32	-0.9	0.3	-1.19	-1.3	-0.16	0.55	0	0.250053618	-0.294202085	-0.662381297	-1.3
2014-10-14	-0.05	1.63	0.79	-1.29	0.41	0.25	0.68	-0.63	0.67	0.6	0.28	0.86	-0.12	0	0.039696084	0.349022899	0.333867614	0.28
2014-10-15	-0.78	-0.35	0.14	0.56	-0.39	-0.49	-1.03	-0.35	-0.47	-1.14	-0.53	1.81	-1.3	0	-0.456632858	0.847107915	0.349928709	-0.53
2014-10-16	-0.39	1.49	0.8	2.09	-0.37	-0.2	-0.21	-0.23	0.54	0.42	0.23	1.08	0.18	0	-0.242154505	-0.289600904	-0.154703043	0.23
2014-10-17	1.06	0.81	1.21	0.46	1.18	1.44	0.73	1.33	0.59	1.4	1.14	-1.56	-0.1	0	0.248219578	-0.177382999	-0.609734985	1.14
2014-10-20	1.41	0.56	0.77	0.79	0.65	1.17	1.44	1.21	1.48	0.71	0.94	0.21	-0.34	0	-0.036879979	0.459077023	0.132703405	0.94
2014-10-21	0.24	2.06	2.17	3.03	2.15	1.5	1.64	2.4	0.85	2.16	1.98	-0.41	0.02	0	0.037142027	0.560871374	1.117443641	1.98
2014-10-22	-0.03	-0.54	-1.12	-1.93	-0.83	-1.16	-0.58	-0.39	0.07	-1.07	-0.85	-0.56	0.21	0	0.349800141	-0.496494383	-1.828632126	-0.85
2014-10-23	0.11	1.44	1.35	1.81	1.69	0.88	0.94	1.93	0.56	1.15	1.29	0.51	-0.46	0	0.185612782	-1.325436995	-0.424501743	1.29
2014-10-24	0.63	-0.87	0.81	-0.33	0.82	0.77	-0.12	1.45	0.71	0.76	0.66	-0.45	-0.1	0	-0.183292698	0.219486408	0.139830635	0.66
2014-10-27	-0.05	-0.92	-0.58	-2.19	-0.04	0.3	0.34	0.11	-0.22	0.07	-0.17	0.11	-0.26	0	-0.088102456	-0.202992839	-0.12212677	-0.17
2014-10-28	0.61	3.57	1.76	2.42	1.53	1.19	0.84	0.94	0.95	1.33	1.37	1.58	-0.02	0	-0.282374622	0.008185798	0.378103651	1.37
2014-10-29	-0.2	-0.7	-0.54	0.18	-0.29	-0.13	-0.26	-0.1	-0.36	0.03	-0.18	-0.02	0.44	0	-0.165060771	-0.366648474	0.220412043	-0.18
2014-10-30	0.65	0.35	0.58	-0.42	-0.03	0.28	0.78	1.87	1.55	0.74	0.6	0.26	-0.49	0	0.838735602	-2.170436449	-5.012264327	0.6
2014-10-31	0.88	1.43	1.44	2.19	1.82	0.92	0.68	0.35	0.33	1.24	1.23	0.29	0.2	0	0.994360765	-2.278336732	-1.930758515	1.23
2014-11-03	0.22	-0.21	-0.11	-1.76	0.33	0.34	0.03	-0.07	0.41	0.08	-0.01	-0.25	-0.05	0	0.550553302	-0.153592135	0.588272199	-0.01
2014-11-04	0.12	-0.76	-0.35	-2.24	-0.11	-1.79	0.15	-0.1	-0.85	-0.02	-0.35	-0.03	-0.11	0	-0.115411997	-0.179615762	-1.542548581	-0.35
2014-11-05	0.75	0.16	0.72	1.71	-0.11	0.79	0.32	-0.45	2.11	0.64	0.48	-0.54	0.85	0	0.37631296	-1.901955694	-3.274946044	0.48
2014-11-06	0.31	2	0.66	1.27	0.17	-0.15	0.96	0.67	-1.09	0.57	0.49	0.09	-0.49	0	0.486379201	-0.270882956	-0.168482333	0.49
2014-11-07	0.05	-0.12	0.16	1.43	-0.07	-0.2	0.37	-0.89	1.02	0.07	0.09	0	0.44	0	-0.21500164	2.352690743	1.934118848	0.09
2014-11-10	0.34	-0.38	0.33	-1.03	0.41	-0.61	0.49	1.05	0.12	0.52	0.33	0.19	-0.5	0	-0.054863186	-0.856513754	-0.272395574	0.33
2014-11-12	0.26	0.58	0.22	-0.85	0.24	0.49	0.59	-0.07	-1.54	0.07	0.07	0.77	-0.28	0	-0.201194836	-0.346007786	-0.369816542	0.07
2014-11-13	0.22	0.35	-0.35	-1.29	0.36	0.83	0.73	-0.22	-1.04	-0.18	-0.03	-0.92	-0.34	0	0.177127315	0.20679301	-0.002475899	-0.03
2014-11-14	-0.48	0.66	-0.04	1.15	0.64	0.56	0.2	-1.05	-0.13	-0.18	0.06	-0.14	0.15	0	-0.067726342	2.043905706	4.327253575	0.06
2014-11-17	0.68	0.62	-0.07	-0.81	-0.36	-0.13	-0.22	0.39	1.11	-0.1	-0.05	-0.97	0.27	0	0.207310446	-0.168523473	-1.576568064	-0.05
2014-11-18	0.44	0.44	0.8	0.02	0.52	0.02	0.21	1.54	0.31	0.4	0.51	0.05	-0.36	0	-0.290334658	1.133530989	0.723787961	0.51
2014-11-19	0.42	-0.49	-0.17	0.54	-0.68	-0.39	0.64	-0.53	0.14	-0.4	-0.21	-0.93	-0.06	0	0.211844391	-0.267442236	0.767539706	-0.21
2014-11-20	-0.33	0.21	0.32	1.44	0.61	-0.12	0.58	-0.24	-0.14	0.19	0.31	0.87	-0.02	0	0.039644409	-0.259769016	-0.964815225	0.31
2014-11-21	0.49	-0.08	0.95	1.35	0.29	0.11	0.39	0.44	0.31	0.42	0.48	-0.39	-0.09	0	0.21662883	0.577505115	1.629407865	0.48
2014-11-24	-0.06	0.94	0.06	-0.96	0.75	0.43	0.83	0.64	-0.64	0.62	0.4	0.94	-0.57	0	0.075951565	-0.150109776	-0.145716925	0.4
2014-11-25	0.09	-0.13	0.08	-1.63	0.01	1.04	-0.34	0	-0.06	-0.02	-0.08	0.07	-0.04	0	-0.232379961	0.100293262	1.065243972	-0.08
2014-11-26	0.49	-0.41	-0.12	-1.31	0.85	0.64	0.13	0.85	0.56	0.11	0.3	0.1	-0.45	0	-0.272767778	-0.024994577	-0.030048329	0.3
2014-11-28	0.81	0.43	-0.82	-7.41	0.16	0.88	1.19	0.41	-0.04	-0.25	-0.35	-0.91	-1.02	0	0.949488932	-1.854129334	-6.531658571	-0.35
2014-12-01	-0.81	-1.04	-1	0.75	-1.28	-0.82	-1.29	-0.48	-0.37	-1.1	-0.9	-0.95	0.62	0	-0.518974285	3.56003977	7.048482554	-0.9
2014-12-02	0.37	0.69	0.71	1.31	0.32	-0.55	0.2	1.25	0.7	0.93	0.65	0.42	0.07	0	0.705662784	-1.547009477	-1.423865003	0.65
2014-12-03	-0.17	1.36	0.93	1.25	0.52	-0.25	0.03	0.13	-0.03	0.69	0.46	0.46	0.31	0	0.283735152	0.772460234	-0.26765977	0.46
2014-12-04	-0.54	-0.62	-0.1	-1.16	0.03	-0.29	0.1	-0.1	-0.12	-0.1	-0.17	-0.31	0.1	0	-0.444096383	-0.082694208	0.988352017	-0.17
2014-12-05	0.27	0.14	0.12	-1.38	-0.05	-0.02	0.11	0.86	-0.74	0.89	0.25	0.57	0.25	0	0.88543965	-1.442764418	-1.930973295	0.25
2014-12-08	-0.53	-2.02	-1.2	-4.2	-1.28	-0.43	-0.6	0.52	-0.33	-0.29	-0.82	-0.57	0.28	0	0.11065944	0.377524382	0.11085897	-0.82
2014-12-09	-0.45	0.76	0.39	1.07	0.6	-1.54	0.12	-0.15	0.76	-0.14	0.13	1.7	-0.29	0	-0.869930698	3.057710036	5.137388452	0.13
2014-12-10	-1.1	-2.48	-1.99	-3.22	-1.72	-1.33	-1.33	-1.63	-1.73	-1.65	-1.72	-0.6	-0.09	0	0.083720195	-0.211190219	0.308919509	-1.72
2014-12-11	0.62	0.46	0.15	-0.03	0.49	0.66	1.15	0.31	0.86	0.47	0.49	-0.07	-0.19	0	0.353628371	-0.309497243	-0.437256834	0.49
2014-12-12	-1.6	-1.55	-2.04	-1.95	-1.45	-1.18	-0.37	-1.55	-1.22	-1.96	-1.55	0.49	-0.58	0	-0.45481756	-0.253186455	-0.321862451	-1.55
2014-12-15	-0.88	-1.24	-0.44	-0.85	-0.64	-0.46	-0.17	-1.12	-1.05	-0.63	-0.68	-0.26	0.11	0	0.286548054	-1.217817215	-2.938733756	-0.68
2014-12-16	-0.89	-1.5	0.05	1.08	-1.34	-0.56	-1.28	-1	-0.07	-0.99	-0.8	0.62	0.59	0	-0.230064647	-1.115656516	-5.020299129	-0.8
2014-12-17	1.71	2.52	1.78	4.73	1.96	1.77	1.8	2.15	2.39	2.08	2.15	0.83	-0.11	0	0.469331801	0.016847127	1.111213463	2.15
2014-12-18	2.11	2.21	2.03	1.96	3	1.88	1.58	2.77	2.03	2.43	2.36	-0.87	-0.2	0	0.483346243	0.025211342	0.037767343	2.36
2014-12-19	-0.23	0.92	0.51	3.29	0.32	0.68	-0.18	0.5	0.25	0.19	0.43	-0.22	0.18	0	0.4182845	0.100488852	0.600767127	0.43
2014-12-22	0.84	0.71	0.62	-1.15	1.03	0.72	1.08	-1.3	0.07	0.42	0.37	0.19	-0.05	0	0.020667672	-1.363482815	-2.156295781	0.37
2014-12-23	0.65	0.71	0.71	1.53	0.17	0.49	0.68	-2.72	0.37	0.61	0.21	-0.26	1.05	0	0.381859659	-0.152537264	0.50245734	0.21
2014-12-26	0.23	0.74	0.33	-0.22	0.47	0.59	0.41	0.99	1.06	0.06	0.39	0.37	-0.32	0	0	1.840943221	2.743987394	0.39
2014-12-29	-0.09	0.7	-0.03	0.2	-0.5	0.15	0.49	0.27	1.35	0.32	0.13	0.16	0.56	0	0.077347988	-1.126922327	-2.304968871	0.13
2014-12-30	-0.55	-0.18	-0.44	-0.54	-0.69	-0.46	-0.23	-0.53	-1.99	-0.14	-0.48	0.05	0.34	0	-0.279860952	1.553256559	3.101280471	-0.48
2015-01-02	-0.41	-0.54	-0.18	0.54	-0.18	-0.19	-0.56	0.43	0.61	-0.28	-0.11	-0.59	0.09	0	0.813906469	0.1774084	1.077803316	-0.11
2015-01-05	-0.99	-2.72	-2.14	-4.4	-1.69	-1.73	-1.23	-0.45	-1.8	-2.28	-1.84	0.34	-0.64	0	0.517585549	1.48977584	2.783414312	-1.84
2015-01-06	-0.32	-0.46	-1.01	-1.26	-1.26	-0.69	-0.52	-0.44	-0.32	-1.63	-1.04	-0.77	-0.26	0	-0.179450744	1.271037797	2.581658641	-1.04
2015-01-07	1.88	1.83	0.72	0.23	0.84	0.06	2.32	2.39	0.89	1.02	1.19	0.18	-0.65	0	0.806830225	-0.715940367	-0.560484451	1.19
2015-01-08	1.57	1.5	2.05	2.41	2.2	1.59	1.44	1.48	0.95	1.8	1.81	-0.11	-0.28	0	-0.10259709	-0.181795707	-0.965638542	1.81
2015-01-09	-0.63	-1.24	-0.94	-0.45	-0.35	-0.4	-1.3	-0.66	-0.81	-1.37	-0.85	0.02	-0.5	0	-0.103510232	0.628558293	0.207372616	-0.85
2015-01-12	-0.47	-0.11	-0.67	-3.01	-1.2	0.19	-0.4	0.19	-0.54	-0.92	-0.79	0.38	-0.36	0	0.122331012	1.363747907	0.879495272	-0.79
2015-01-13	-0.06	-0.62	-0.21	-0.66	-0.07	0.45	-0.28	-0.43	0.17	-0.22	-0.19	0.28	0.04	0	0.224172563	0.129711439	3.511693756	-0.19
2015-01-14	0.01	-1.34	-0.6	0.29	-0.52	-1.27	-0.93	0.02	0.93	-1.27	-0.6	0.29	-0.5	0	-0.291820059	0.008172345	-0.984004472	-0.6
2015-01-15	-0.09	-1.75	-0.64	-1.42	-1.64	-0.22	-1.05	-1.53	0.45	-1.13	-1.08	-0.94	0.64	0	0.110257911	2.423127421	0.668881824	-1.08
2015-01-16	0.75	1.1	1.03	3.29	1.07	1.29	1.13	2.06	1.12	1.23	1.36	0.46	-0.14	0	0.255216779	0.95934347	3.719073633	1.36
2015-01-20	0.61	0.27	0.11	0.01	0.71	-0.66	-0.52	0.05	0.17	-0.03	0.11	-0.65	-0.54	0	0.351654571	1.344985664	1.154154388	0.11
2015-01-21	0.5	0.51	0.7	2.03	0.14	0.23	0.48	-0.41	1.04	0.47	0.42	-0.96	0.55	0	0.473763607	-0.03853904	1.311319681	0.42
2015-01-22	1.2	1.03	1.46	0.67	1.97	0.69	1.93	1.06	-0.21	2.33	1.58	0.44	0.4	0	0.667762681	0.539277234	0.91381058	1.58
2015-01-23	-1.02	-0.39	-1.37	-0.89	0.29	-0.87	0.3	-0.29	0.25	-0.93	-0.47	0.51	-0.83	0	0.659479896	-0.624132561	-0.327266463	-0.47
2015-01-26	0.26	0.72	0.31	1.58	-0.14	0.37	0.5	0.83	0.07	0.53	0.42	0.57	-0.05	0	0.134657238	-1.025433799	-1.747211654	0.42
2015-01-27	-0.85	-0.81	-1.41	-0.1	-2.74	-0.83	-0.74	-0.59	0.11	-1.14	-1.21	0.67	0.22	0	-0.444243555	0.971573933	0.560122755	-1.21
2015-01-28	-1.07	-1.64	-1.07	-4.04	-0.3	-1.51	-0.94	-1.57	-1.26	-1.88	-1.39	-0.07	-0.77	0	0.250726769	-0.441790735	0.022166945	-1.39
2015-01-29	0.73	2.3	1.33	0.14	1.03	0.17	1.22	0.95	1.24	0.98	0.98	0.24	0	0	0.858337671	-2.461633551	-7.547762483	0.98
2015-01-30	-2.14	-1.83	-1.2	0.92	-1.48	-1.23	-0.98	-1.42	-1.79	-1.55	-1.3	-0.77	0.04	0	0.116055023	1.838299695	2.560441269	-1.3
2015-02-02	1.21	2.04	1.29	3.27	1	1.58	0.81	0.37	0.74	1.52	1.25	-0.47	1	0	-0.475954587	-0.179790114	0.249740375	1.25
2015-02-03	0.94	2.23	1.79	3.24	1.17	2.41	1.52	0.48	0.69	1.74	1.49	0.16	0.5	0	-0.751537491	-1.308498562	0.404995584	1.49
2015-02-04	-0.35	1.34	-0.68	-1.57	0	1.5	0.09	-1.52	-1.38	-0.16	-0.35	-0.07	-0.2	0	0.338968118	0.332736244	0.426363557	-0.35
2015-02-05	0.36	0.41	1.34	1.59	0.98	0.24	0.8	1.9	1.18	1.12	1.1	0.47	-0.16	0	-0.421124913	-0.142409324	-1.150559966	1.1
2015-02-06	-0.48	-0.09	-0.19	0.01	-0.33	0.74	0.13	-0.9	-3.38	0.39	-0.2	0.07	0.4	0	0.854742402	-2.250480336	-2.962692724	-0.2
2015-02-09	-0.56	-0.25	-0.37	0.22	-0.21	-0.1	-0.87	-1.04	-0.86	-0.43	-0.46	-0.39	0.09	0	-0.153112408	0.557452238	2.227449108	-0.46
2015-02-10	1.17	1.15	0.59	-0.54	1.51	0.67	1.23	1.53	1.9	0.9	1.04	-0.3	-0.69	0	0.244502346	-0.751860578	-1.159494836	1.04
2015-02-11	0.65	0	-0.06	-0.7	0.35	0.08	0.15	-0.04	-1.87	0.09	0.03	-0.1	-0.32	0	0.483556503	-1.027768767	-0.672017126	0.03
2015-02-12	0.56	0.83	1.07	1.71	1.61	0.73	0.47	0.43	-0.08	1.13	1	0.17	-0.08	0	-1.063430237	0.090212427	0.191597955	1
2015-02-13	-0.26	0.13	0.74	2	0.8	0.76	0.18	0.63	-0.95	0.15	0.47	0.18	-0.29	0	-0.030076272	0.522968868	2.932405276	0.47
2015-02-17	-0.01	-0.24	0.07	0.15	0.03	-0.1	-0.07	0.69	-0.03	0.38	0.17	-0.02	0	0	-0.01126791	-1.518878576	-5.434062658	0.17
2015-02-18	0.42	0	0.49	-1.55	0.24	-0.7	0.19	0.29	1.83	-0.33	0.03	0.27	-0.82	0	0.367375273	-0.697409629	-0.672120966	0.03
2015-02-19	0.11	0.69	0.07	-0.69	0.45	-0.14	-0.56	0.16	-0.82	-0.04	-0.01	0.27	-0.35	0	-0.16886809	0.614715321	0.720913137	-0.01
2015-02-20	0.49	0.48	0.67	-0.28	0.61	0.46	0.72	0.94	0.02	0.79	0.61	-0.41	-0.27	0	0.092224777	-0.22379909	-0.65954571	0.61
2015-02-23	0	-0.39	-0.21	-0.54	-0.02	-0.25	0.15	0.16	0.53	-0.21	-0.08	0.05	-0.37	0	0.289341448	-0.340736534	-0.128634964	-0.08
2015-02-24	0.38	-0.22	0.36	0.12	0.23	0.41	0.38	-0.19	0.5	0.53	0.32	-0.05	0.69	0	0.250300551	-0.291837311	-0.405704253	0.32
2015-02-25	-0.08	0.58	-0.21	0.72	-0.47	0.51	0.26	0.48	-1.09	0.06	0.02	0.21	-0.52	0	-0.732709629	0.350225596	1.473769252	0.02
2015-02-26	-0.07	-0.25	-0.24	-1.69	0.5	-0.24	-0.05	0.43	-1.04	-0.19	-0.08	0.66	-0.45	0	0.865003012	0.713281216	0.906460094	-0.08
2015-02-27	0.55	-0.54	-0.42	-0.53	-0.54	0.21	-0.07	-0.61	-0.15	-0.51	-0.36	-0.21	0.21	0	0.107714357	0.247654848	-0.397756293	-0.36
2015-03-02	0.22	0.98	0.96	-1.02	0.95	0.81	0.7	0.9	-1.63	0.85	0.62	0.23	-0.43	0	0.197022254	-0.404580404	-0.648145396	0.62
2015-03-03	-0.45	-0.54	-0.66	0.3	-0.76	0.4	-0.46	-0.77	0.66	-0.43	-0.43	-0.3	0.31	0	-0.369566669	-0.314974913	-0.946610571	-0.43
2015-03-04	-0.71	-0.87	-0.65	-0.22	-0.44	-0.66	-0.58	0.54	-0.61	-0.53	-0.41	0.09	-0.4	0	0.638892705	-0.290977879	-0.850393059	-0.41
2015-03-05	-0.26	0.08	0	-0.59	0.03	-0.14	0.56	0.58	0.55	0.28	0.15	0.24	-0.44	0	0.472798021	-0.392095137	3.48892E-05	0.15
2015-03-06	-2.03	-1.6	-1.49	-1.72	-1.19	-0.87	-1.27	-1.71	-2.52	-0.77	-1.29	0.27	0.43	0	1.129927901	-2.702940579	-2.196197395	-1.29
2015-03-09	0.34	0.82	0.57	-0.71	0.47	0.42	0.51	0.39	0.02	0.44	0.37	0.09	-0.02	0	0.014199767	0.188867369	-0.196183579	0.37
2015-03-10	-1.45	-1.24	-1.74	-1.62	-2.01	-1.98	-1.25	-0.87	-0.35	-2	-1.63	0.43	-0.46	0	0.701150455	-0.553356079	-0.910525398	-1.63
2015-03-11	-0.88	0.25	-0.15	0.56	-0.41	-0.29	-0.21	0.04	-0.6	0.55	-0.04	0.57	0.53	0	0.967509636	-0.821797545	-1.729142268	-0.04
2015-03-12	1.61	1.32	1.22	-0.53	0.58	2.08	1.74	1.16	1.55	1.92	1.28	0.38	0.49	0	-0.371651777	0.112879088	0.977993577	1.28
2015-03-13	-1.07	-0.83	-0.77	-0.56	-0.51	-0.74	-0.33	-0.15	-0.91	-0.67	-0.57	0.21	-0.03	0	0.707155325	0.03473105	-0.141852724	-0.57
2015-03-16	0.87	1.4	0.8	1.2	1.25	1.02	1.28	1.97	1.56	1.16	1.23	-0.76	-0.41	0	-0.29323033	0.06079835	0.790842974	1.23
2015-03-17	-0.43	-0.39	-0.56	-0.56	0.12	-0.49	-0.36	-0.16	0	-0.1	-0.2	0.54	-0.03	0	-0.063886512	-0.434099479	-0.249927664	-0.2
2015-03-18	0.74	1.23	1.29	3.13	1.24	1.13	0.49	1.04	2.68	0.57	1.08	-0.52	-0.01	0	-0.188021626	0.260862139	-0.237693854	1.08
2015-03-19	-0.49	-0.61	-0.87	-1.86	-0.07	-0.59	-0.15	0.85	-1.01	-0.58	-0.36	0.88	-1.1	0	-0.019483441	1.533436539	3.620791503	-0.36
2015-03-20	0.95	0.89	0.98	1.26	0.52	0.86	1.05	0.52	1.04	0.88	0.81	-0.15	0.52	0	-1.278190551	1.324852417	4.661977933	0.81
2015-03-23	0.25	-0.06	-0.17	-0.3	0.03	-0.14	-0.01	-0.46	0.15	-0.46	-0.19	0.21	0.24	0	-0.846946532	0.253094321	0.047703944	-0.19
2015-03-24	-0.58	-0.31	-0.32	-0.65	-0.32	-1.05	-0.02	-0.78	-1.08	-0.61	-0.51	0.58	-0.28	0	0.075673	0.310921897	0.543248281	-0.51
2015-03-25	0.27	-1.82	-1.37	1.32	-2.58	-1.73	-1.56	-2.27	-0.81	-1.6	-1.56	-0.98	1.03	0	-0.376869924	0.493755266	0.10011267	-1.56
2015-03-26	-0.3	-0.37	-0.18	-0.07	-0.02	-0.28	-0.57	-0.24	-0.69	-0.19	-0.22	0.11	-0.05	0	0.183797166	0.640742111	0.820207562	-0.22
2015-03-27	0.87	0.07	0.46	-1.04	0.32	0.03	0.52	0.93	0.5	0.11	0.32	0.5	-0.7	0	0.365158022	-0.415504302	-0.415042358	0.32
2015-03-30	0.91	1.56	1.33	2.14	1.19	0.88	1.21	0.98	1.46	1.28	1.24	0.02	-0.03	0	0.763317739	-1.290707717	-2.341173427	1.24
2015-03-31	-0.72	-0.26	-0.68	-0.93	-0.81	-0.75	-0.5	-1.46	-0.07	-0.65	-0.75	0.42	0.36	0	0.249245132	-0.177227517	-0.456736106	-0.75
2015-04-01	0.54	-1.1	-0.55	0.4	-0.53	0.37	-0.88	-1.13	-0.03	-0.22	-0.38	0.34	0.41	0	-0.295113733	2.090989445	2.739666557	-0.38
2015-04-06	0.79	0.97	0.98	2.13	0.97	0.39	0.48	0.06	1.1	0.06	0.61	-0.28	-0.15	0	-0.112665975	1.46352228	2.419827479	0.61
2015-04-07	-0.2	-0.88	-0.39	0.32	-0.15	-0.37	-0.67	0.41	-0.86	-0.28	-0.22	-0.19	-0.15	0	0.972231898	-0.658602157	-1.590558263	-0.22
2015-04-08	0.07	0.79	0.34	-1.32	0.35	0.47	0.79	1.17	-0.34	0.52	0.37	0.53	-0.72	0	0.047420718	-0.621397232	-2.318777115	0.37
2015-04-09	0.37	0.13	0.25	1.47	0.37	0.29	0.07	0.67	-0.2	0.41	0.41	-0.7	-0.06	0	0.940411763	-0.792700645	-1.701810857	0.41
2015-04-10	0.16	0.22	0.21	0.46	0.49	0.25	0.28	0.94	0.73	0.6	0.49	-0.06	-0.28	0	0.4076445	0.917418194	1.2641323	0.49
2015-04-13	-0.59	-0.58	-0.42	-0.85	-0.34	-0.59	-0.39	-0.39	-0.92	-0.09	-0.38	0.5	0.23	0	0.094072056	-0.440782318	-0.555973656	-0.38
2015-04-14	0.2	0.17	0.29	2.06	-0.37	0.02	-0.16	0.07	0.63	-0.04	0.11	-0.19	0.19	0	-0.889661475	-0.560148024	-0.804317911	0.11
2015-04-15	-0.11	0.77	0.6	2.37	0.89	0.59	-0.39	0.58	0.58	0.37	0.57	0.23	0.31	0	0.087750623	0.72692429	0.731763901	0.57
2015-04-16	0.81	-0.29	-0.38	-0.31	-0.17	-0.05	-0.29	-0.2	-0.49	0.13	-0.08	-0.09	-0.21	0	-1.183921124	-0.275005613	0.036820123	-0.08
2015-04-17	-0.72	-1	-1.22	-1.2	-1.53	-1.44	-1.51	-0.87	-0.3	-1.26	-1.23	-0.46	0.22	0	-0.138480066	0.424877557	-0.343470797	-1.23
2015-04-20	0.67	1.11	0.93	0.58	1.63	0.94	0.95	0.62	1.21	0.64	0.95	0.17	-0.25	0	0.088295987	-0.784169166	-2.136384595	0.95
2015-04-21	-0.26	0.03	-0.25	-1.11	-0.01	0.07	0.26	0.75	-0.96	-0.29	-0.1	0.19	-0.75	0	0.165532827	0.784445532	0.744364848	-0.1
2015-04-22	0.18	0.57	0.19	0.51	0.72	0.31	0.19	0.22	0.41	0.71	0.46	-0.36	0.18	0	0.131723622	-1.355598536	-1.329775947	0.46
2015-04-23	-0.2	-0.98	-0.03	0.59	0.32	1.32	0.53	0.53	0.64	0.06	0.29	0.28	-0.23	0	-0.614157803	0.621602756	0.220836902	0.29
2015-04-24	-0.22	-0.01	-0.33	-0.54	0.7	0.33	1.49	-0.49	0.67	-0.13	0.17	-0.5	-0.27	0	-0.408801383	-1.629132297	-1.210679146	0.17
2015-04-27	-0.55	0.8	0.02	-0.16	0.24	-0.31	-1.11	-2.15	-1.13	-0.56	-0.54	-0.71	0.56	0	-0.233973274	2.371863909	4.727254181	-0.54
2015-04-28	-0.04	-0.18	0.02	0.77	0.11	0.66	-0.27	0.01	0.68	0.71	0.27	0.21	1.01	0	-0.667981799	0.885426424	1.155236484	0.27
2015-04-29	-0.62	-0.17	-0.25	0.88	-0.56	-0.05	-1.29	-0.48	-0.21	-0.26	-0.38	-0.75	0.74	0	-1.080077782	-0.321746921	0.432078262	-0.38
2015-04-30	-0.19	-1.63	-0.96	-0.4	-1.67	-0.89	-0.91	-1.82	-1.26	-0.84	-1.11	-1.07	0.75	0	0.740475837	-2.307353441	-3.342216734	-1.11
2015-05-04	0.02	0.34	0.12	-0.22	0.09	0.32	0.22	0.61	0.47	0.65	0.32	0.02	0.24	0	-0.00594229	1.041981425	1.878910291	0.32
2015-05-05	-0.6	-0.93	-0.97	-1.26	-1.56	-1.32	-1.21	-1.3	-2.13	-0.88	-1.19	-0.15	0.51	0	-0.427758199	0.537856442	0.835896012	-1.19
2015-05-06	-0.02	-0.32	0	-0.3	-0.63	-0.96	-0.03	-0.12	-0.58	-0.28	-0.31	0.63	-0.14	0	-0.871916256	-0.243299148	-0.441247708	-0.31
2015-05-07	0.37	0.78	0.11	-1.13	0.61	-0.29	0.76	0.53	0.21	0.63	0.39	0.04	-0.4	0	0.640917141	-0.682784962	-1.274243478	0.39
2015-05-08	0.99	1	1.2	1.58	1.3	0.46	1.04	1.64	0.97	1.21	1.21	-0.57	-0.12	0	-0.070659173	0.565069248	1.025633914	1.21
2015-05-11	-0.25	0.07	-0.11	-1.87	-0.41	-0.81	-0.27	-0.01	-0.8	-0.22	-0.39	0.68	-0.02	0	0.41454078	-0.500559163	-0.921206521	-0.39
2015-05-12	-0.44	-0.37	-0.33	0.5	-0.5	0.05	0.01	-0.52	-0.07	-0.37	-0.27	-0.01	0.07	0	-0.774139554	0.79111119	1.291187545	-0.27
2015-05-13	0.1	0.03	0.18	-0.54	0.48	-0.17	-0.5	-0.15	-0.51	0.06	0.01	0	0.02	0	-0.783580186	2.139267359	4.119515215	0.01
2015-05-14	1.66	0.1	1.14	-0.03	1.59	0.64	0.48	1.33	1.01	0.85	1.01	-0.1	-0.35	0	0.126029344	0.57255415	1.40698839	1.01
2015-05-15	0.15	0.69	0.01	0.39	-0.28	0.59	0.56	0.22	1.12	-0.3	0.05	-0.23	-0.2	0	-0.134201229	0.008216807	0.559609567	0.05
2015-05-18	-0.32	0.33	0.12	-0.04	0.5	0.4	0.54	0.76	0.31	0.64	0.44	0.75	-0.07	0	0.741841119	0.187551501	0.957819546	0.44
2015-05-19	-0.15	-0.27	-0.13	-1.35	-0.17	-0.1	-0.59	0.34	-0.04	0.37	-0.09	-0.11	0.24	0	1.167293549	-1.715717964	-3.798943193	-0.09
2015-05-20	0.06	-0.18	-0.03	0.28	0.05	0.63	-0.46	0.28	0.1	-0.36	-0.05	0.22	-0.13	0	0.362259125	0.173781231	0.245771871	-0.05
2015-05-21	-0.1	0.71	0.43	1.01	0.34	0.48	0.57	-0.04	-0.02	-0.1	0.23	-0.3	-0.02	0	-0.326766719	-0.389201142	0.111014237	0.23
2015-05-26	-0.7	-0.84	-1.12	-1.7	-1.34	0.12	-0.93	-0.86	-0.86	-1.04	-1.01	-0.03	-0.02	0	1.225274811	-1.429205394	-1.804769201	-1.01
2015-05-27	0.59	0.6	0.61	-0.16	1.58	0.88	0.81	1.19	0.41	0.91	0.93	0.34	-0.33	0	0.219231492	-0.109463955	-0.592896646	0.93
